ID,제목,저자,발행처,발행년월일,발행년,수량,가격,본문언어,비매품여부,이용대상,카테고리
NBC20241567650,디지털 인문학의 이해,김준연;권보연;김영욱;김영호;유인태;성창원;송상헌;신은경;신혜린;양원석;이상국;이승환;이영제;정의준;정혜윤,고려대학교출판문화원,2024------,2024,539 p.,30400,kor,N,일반,소설/문학
NBC20241567670,디지털 트랜스포메이션을 위한 데이터 분석,유동희;최근호,경상국립대학교 혜명,2024-02-19,2024,209 p.,30100,kor,Y,전문,IT/컴퓨터
NBC20241567675,디지털 프로그래밍,한혜경,오성미디어,2024-11-13,2024,155 p.,25100,kor,N,전문,IT/컴퓨터
NBC20241567690,디지털리터러시 기반의 영어교육,장형지;박성만;황요한;이명관;전문기;이혜진;김지은;윤태진;임재현;김정아,한국문화사,2024-06-30,2024,214 p.,25100,kor,N,전문,외국어
NBC20241530541,디지털리터러시 기반의 영어교육,장형지(KAC201727531);박성만(KAC2021A2558);황요한(KAC202189423);이명관(KAC201633912);전문기(KAC201610264);이혜진(KAC202178112);김지은(KAC201743614);윤태진(KAC201406399);임재현;김정아(KAC201831083),한국문화사,2024-08-30,2024,214 p.,30600,kor,N,일반,외국어
NBC20241567734,딥러닝 프로그래밍 기초,김성득,국립안동대학교 출판부,2024-05-30,2024,377 p.,23000,kor,Y,전문,IT/컴퓨터
NBC20241567793,딱 한 줄로! 파이썬 제대로 코딩하기,Mayer Christian;장현희,책만,2024-10-11,2024,267 p.,24200,kor,N,전문,IT/컴퓨터
NBC20241530562,딸을 위해 쓴 소설이 대박났다,소수깡,Ardeo,2024-11-01,2024,전자책 1책,44700,kor,N,일반,소설/문학
NBC20241530563,딸을 위해 쓴 소설이 대박났다,소수깡,Ardeo,2024-11-01,2024,전자책 1책,15600,kor,N,일반,소설/문학
NBC20241530564,딸을 위해 쓴 소설이 대박났다,소수깡,Ardeo,2024-11-01,2024,전자책 1책,25200,kor,N,일반,소설/문학
NBC20241530565,딸을 위해 쓴 소설이 대박났다,소수깡,Ardeo,2024-11-01,2024,전자책 1책,31500,kor,N,일반,소설/문학
NBC20241530566,딸을 위해 쓴 소설이 대박났다,소수깡,Ardeo,2024-11-01,2024,전자책 1책,20900,kor,N,일반,소설/문학
NBC20241530567,딸을 위해 쓴 소설이 대박났다,소수깡,Ardeo,2024-11-01,2024,전자책 1책,28300,kor,N,일반,소설/문학
NBC20241530568,딸을 위해 쓴 소설이 대박났다,소수깡,Ardeo,2024-11-01,2024,전자책 1책,32900,kor,N,일반,소설/문학
NBC20241530569,딸을 위해 쓴 소설이 대박났다,소수깡,Ardeo,2024-11-01,2024,전자책 1책,13800,kor,N,일반,소설/문학
NBC20241530570,딸을 위해 쓴 소설이 대박났다,소수깡,Ardeo,2024-11-01,2024,전자책 1책,10100,kor,N,일반,소설/문학
NBC20241530571,딸을 위해 쓴 소설이 대박났다,소수깡,Ardeo,2024-11-01,2024,전자책 1책,22400,kor,Y,일반,소설/문학
NBC20241567851,땡란의 동화마을 수채화 컬러링북,땡란,Youngjin.com(영진닷컴),2024-06-20,2024,"40, [54] p.",35000,kor,N,일반,어린이
NBC20241567966,뚝딱 postgreSQL 레시피,김익서,디비안,2024-07-15,2024,252 p.,11900,kor,N,전문,IT/컴퓨터
NBC20241567992,뜻만 알면 안통하는 문법용토익부사 완벽정리노트,정성희,스터디허시,2024-06-04,2024,27 p.,42700,kor,N,일반,외국어
NBC20241568059,라이프 중국어,권운영;배영금;류수핑;류창리;진훙메이;안친뤼,시사중국어사 시사북스,2024-09-20,2024,139 p.,30000,kor,N,일반,외국어
NBC20241568060,라이프 중국어,권운영;배영금;류수핑;류창리;진훙메이;안친뤼,시사중국어사 시사북스,2024-09-20,2024,138 p.,19500,kor,N,일반,외국어
NBC20241568127,러스트 동시성 프로그래밍,Bos Mara;윤인도,한빛미디어,2024-01-29,2024,280 p.,20600,kor,N,전문,IT/컴퓨터
NBC20241568130,러스트 프로그래밍 공식 가이드,Klabnik Steve;Nichols Carol;권지용,Jpub(제이펍),2024-02-23,2024,"xxxi, 663 p.",33300,kor,N,전문,IT/컴퓨터
NBC20241568132,러시아 근대문학의 종말론의 현대성,이경완,북에너지,2024-06-25,2024,366 p.,42800,kor,Y,전문,소설/문학
NBC20241530697,레벨업 리액트 프로그래밍 with Next.js,팍스,비제이퍼블릭(BJpublic),2024-06-04,2024,"vi, 807 p.",24600,kor,N,일반,IT/컴퓨터
NBC20241568191,레벨업 리액트 프로그래밍 with Next.js,팍스,비제이퍼블릭,2024-05-31,2024,"vi, 807 p.",13000,kor,N,전문,IT/컴퓨터
NBC20241568214,레이싱 데이터 분석기법과 활용,정상명,Goldenbell 골든벨,2024------,2024.0,전자책 1책,16100,kor,U,일반,IT/컴퓨터
NBC20241568215,레이싱 데이터 분석기법과 활용,정상명,Goldenbell(골든벨),2024-01-10,2024,163 p.,39100,kor,N,일반,IT/컴퓨터
NBC20241568327,로블록스 코딩 마스터하기,Kiepe Mark;이진수,Youngjin.com(영진닷컴),2024-09-10,2024,486 p.,16200,kor,N,전문,IT/컴퓨터
NBC20241568328,로블록스 코딩교실,박수경,부크크,2024-03-07,2024,150 p.,35600,kor,N,아동청소년,IT/컴퓨터
NBC20241530729,로컬 가이드가 알려주는 10일간의 영국 일주 인문학 여행,임상우(KAC2018E6078),지식공감,2024-04-29,2024,전자책 1책,22000,kor,N,일반,소설/문학
NBC20241568373,로컬 가이드가 알려주는 10일간의 영국 일주 인문학 여행,임상우,지식공감,2024-04-22,2024,284 p.,19100,kor,N,일반,소설/문학
NBC20241568396,로키 리눅스,이종원,한빛아카데미,2024-07-01,2024,744 p.,14000,kor,N,전문,IT/컴퓨터
NBC20241568433,루미곰의 네덜란드어 영어 대조 여행회화·단어,꿈그린 어학연구소,꿈그린,2024------,2024,189 p.,29800,kor,N,일반,외국어
NBC20241568434,루미곰의 프랑스어 영어 대조 여행회화·단어,꿈그린 어학연구소,꿈그린,2024------,2024,187 p.,41700,kor,N,일반,외국어
NBC20241568441,루쉰의 중국 고대소설 연구,조관희,한국문화사,2024-06-24,2024,237 p.,33700,kor,N,전문,소설/문학
NBC20241568448,루이스 영어교원임용 심층면접 & 수업실연 완벽분석,루이스,캠버스,2024------,2024.0,672 p.,39700,kor,N,일반,외국어
NBC20241568456,루카치 소설론 연구,김경식,아카넷,2024------,2024,687 p.,42000,kor,N,일반,소설/문학
NBC20241568494,리눅스마스터,박성업,SD에듀 시대고시기획,2024-01-02,2024,494 p.,21800,kor,N,일반,IT/컴퓨터
NBC20241530744,리눅스마스터,박성업,SD에듀,2024-01-02,2024,494 p.,24100,kor,N,일반,IT/컴퓨터
NBC20241530745,리눅스의 神,정준석,로드북(Roadbook),2024-01-31,2024,326 p.,38300,kor,N,일반,IT/컴퓨터
NBC20241568704,마구로센세의 본격! 일본어 스터디,최유리;나인완,BS(브레인스토어),2024-08-23,2024,263 p.,30500,kor,N,일반,외국어
NBC20241530785,마야 파이썬 2024,신동선(KAC201300927);김경문,키메이커,2024-01-19,2024,321 p.,21900,kor,N,일반,IT/컴퓨터
NBC20241568869,마야 파이썬 2024,신동선;김경문,퍼플,2024-01-24,2024,322 p.,24900,kor,N,일반,IT/컴퓨터
NBC20241568960,마음 치유 그림책 에세이,그림한잔,교보문고,2024------,2024.0,"전자책 1책(3,191KB)",42000,kor,N,일반,소설/문학
NBC20241568972,마음과 고통의 돌봄을 위한 인문학,김현수;박성호;이동규;이은영;최우석;최지희,모시는사람들,2024-02-20,2024,223 p.,43100,kor,N,전문,소설/문학
NBC20241568997,마음에 스미는 그림책 한 문장,그림책사랑교사모임,케렌시아,2024------,2024,243 p,10600,kor,N,일반,어린이
NBC20241569017,마음을 다스리는 그림책 읽기와 활동,임성관;민경애;홍경심;김은하;이연실;이현정;이환주;오순열;전영실,시간의물레,2024-06-21,2024,335 p.,43300,kor,N,전문,어린이
NBC20241569029,마음을 비추는 그림책 여행,박경희,부크크(Bookk),2024-06-30,2024,212 p.,16000,kor,N,일반,어린이
NBC20241569030,마음을 사로잡는 인문학 강의,강경아;권경민;김미혜;김영희;김준희;김현정;김형숙;서연하;안현숙;우경림;이재호;정태희;한국지식문화원 인문학 명강사 12인,한국지식문화원,2024------,2024,208 p.,36800,kor,U,일반,소설/문학
NBC20241569152,마이크로 파이썬을 활용해 사물인터넷(IoT) 프로젝트 만들기 with ESP32,장문철;다두이노,앤써북,2024-02-25,2024,356 p.,42900,kor,N,일반,IT/컴퓨터
NBC20241569182,마인크래프트로 시작하는 코딩,이상원,Youngjin.com(영진닷컴),2024-10-10,2024,189 p.,29100,kor,N,아동청소년,IT/컴퓨터
NBC20241569313,마흔 에세이를 써야 할 시간,변은혜,책마음,2024-10-15,2024,251 p.,12100,kor,N,일반,소설/문학
NBC20241569341,마흔에 시작하는 영어회화,성재원,넥서스,2024-12-05,2024,271 p.,33600,kor,N,일반,외국어
NBC20241569345,마흔에 읽는 인문학 필독서 50,여르미,센시오,2024------,2024,온라인자료 1책(450 p.),17700,kor,N,일반,소설/문학
NBC20241569346,마흔에 읽는 인문학 필독서 50,여르미,센시오,2024-10-14,2024,448 p.,13000,kor,N,일반,소설/문학
NBC20241569393,만능 핵심 일본어 패턴 88,와카메 센세,교보문고,2024------,2024,온라인자료 1책,41400,kor,N,일반,외국어
NBC20241530941,만주국 시기 중국소설,산딩;구딩;메이냥(KAC201901938);관모난;단디;샤오쑹;스쥔;왕추잉;우잉;위안시;이츠(KAC201901923);쥐에칭(KAC201750850);건국대학교. 아시아문화정치연구소,산지니,2024-03-26,2024,616 p.,15000,chi,N,일반,소설/문학
NBC20241569450,만화 한국전래동화,곽기혁,스튜디오 돌곶이,2024-10-15,2024,179 p.,12300,kor,N,아동청소년,어린이
NBC20241569451,만화 한국전래동화,곽기혁,스튜디오 돌곶이,2024-11-15,2024,179 p.,41000,kor,N,아동청소년,어린이
NBC20241569459,만화로 보는 프로그래밍 교육,마루사이;신동선,비엘북스,2024------,2024,128 p.,10700,kor,N,일반,IT/컴퓨터
NBC20241569555,말하기 영어의 이해,한지원,부경대학교,2024------,2024.0,192 p.,21400,kor,Y,일반,외국어
NBC20241569593,맛있는 여행 일본어,문선희;오노야마 하루카,맛있는books,2024------,2024,198 p.,31700,kor,N,일반,외국어
NBC20241569596,맛있는 중국어 HSK 6급,JRC 중국어연구소;왕수인,맛있는books,2024------,2024,2책 (286  307 p.),33100,kor,N,일반,외국어
NBC20241569729,매일 웹소설 쓰기,김남영,교보문고,2024------,2024,온라인자료 1책,25700,kor,N,일반,소설/문학
NBC20241569730,매일 웹소설 쓰기,김남영,더 디퍼런스,2024-03-10,2024,171 p.,11200,kor,N,일반,소설/문학
NBC20241569900,머신러닝 리스크 관리 with 파이썬,Hall Patrick;Curtis James;Pandey Parul;윤덕상;이상만;김경환;김광훈;장기식,한빛미디어,2024-05-10,2024,550 p.,41900,kor,N,전문,IT/컴퓨터
NBC20241569904,머신러닝을 위한 효율적 데이터 레이블링,Monarch Robert;김택구;제갈호준,에이콘(에이콘출판주식회사),2024-01-02,2024,562 p.,20800,kor,N,전문,IT/컴퓨터
NBC20241569975,멋진 민주 단어,서현;소복이;한성민,사계절(사계절출판사),2024-10-29,2024,[72] p.,21000,kor,N,아동청소년,외국어
NBC20241570061,메자스 일본어,송수진,제이앤씨,2024-02-29,2024,180 p.,18900,kor,N,일반,외국어
NBC20241570105,멘토영어학 문제은행,채앤드류,박문각(박문각출판),2024-07-15,2024,357 p.,39100,kor,N,일반,외국어
NBC20241570123,면접자의 영어,LTS 영어연구소,사람in,2024-06-13,2024,511 p.,28300,kor,N,일반,외국어
NBC20241570300,모던 리액트 프로그래밍,전병선,리얼데브러닝,2024------,2024,"xi, 746 p.",26300,kor,N,일반,IT/컴퓨터
NBC20241570335,모두를 위한 소프트웨어 보안 설계와 구현,Kohnfelder Loren;김영기;박기성,책만,2024-12-11,2024,423 p.,38600,kor,N,전문,IT/컴퓨터
NBC20241570336,모두를 위한 오렌지3 빅데이터 분석,장원두;김범규;진예지;최현태;홍지혁;박정빈;이재민;배준혁,씽크스마트 책 짓는 집,2024------,2024,156 p.,19300,kor,N,일반,IT/컴퓨터
NBC20241570343,모두의 네트워크 기초,서지영,길벗,2024-01-30,2024,228 p.,17700,kor,N,전문,IT/컴퓨터
NBC20241531117,모두의 네트워크 기초,서지영(KAC2020D2998),길벗,2024-01-30,2024,전자책 1책,14400,kor,N,일반,IT/컴퓨터
NBC20241570386,모든 단어에는 이야기가 있다,이진민,동양북스,2024-09-10,2024,247 p.,25900,kor,N,일반,외국어
NBC20241531128,모바일 서버 프로그래밍 입문,이국현(KAC201517686),로드북(Roadbook),2024-01-31,2024,344 p.,39900,kor,N,일반,IT/컴퓨터
NBC20241570464,모빌리티인문학의 적용과 모델링,이진형;김태희;임보미;이용균;길광수;이재은;우연희;신인섭;정은혜;서기재;배진숙,앨피,2024-02-29,2024,328 p.,34100,kor,N,전문,소설/문학
NBC20241570578,목요일 6시 30분 에세이를 쓰는 시간,설현정,형,2024-09-01,2024,57 p.,25700,kor,N,일반,소설/문학
NBC20241570584,목원사랑 에세이대회 우수작품집,목원대학교 개교70주년기념사업단;스톡스대학;교양교육원,목원대학교,2024------,2024,93 p.,17100,kor,U,일반,소설/문학
NBC20241531184,몬테소리 교육철학과 인문학의 관계,조성자(KAC201208008),창지사,2024-03-31,2024,355 p.,11700,kor,N,일반,소설/문학
NBC20241570676,못난 전래동화,이바다,부크크(Bookk),2024-01-24,2024,52 p.,20000,kor,N,일반,어린이
NBC20241570841,무기가 되는 알고리즘,Miller Donald;유정식,윌북,2024------,2024,온라인자료 1책(274 p.),12000,kor,N,일반,IT/컴퓨터
NBC20241570842,무기가 되는 알고리즘,Miller Donald;유정식,윌북,2024-04-15,2024,274 p.,25800,kor,N,일반,IT/컴퓨터
NBC20241571067,무역영어,이태희,이프레스,2024-06-30,2024,440 p.,21200,kor,N,전문,외국어
NBC20241571068,무역영어,김태훈,로앤오더,2024------,2024,431 p.,29600,kor,N,일반,외국어
NBC20241571069,무역영어,김동엽,Epasskorea(이패스코리아),2024-05-07,2024,305 p.,33100,kor,N,일반,외국어
NBC20241571071,무역일본어강독,허재창,[대도출판],2024-06-07,2024,155 p.,14200,kor,N,전문,외국어
NBC20241571201,무지갯빛 성장 소설 이야기,하창식,부산대학교출판문화원,2024-04-05,2024,415 p.,42300,kor,N,일반,소설/문학
NBC20241571313,문과생만 할 수 있는 소셜데이터 분석,강정한,다산출판사,2024-04-10,2024,229 p.,26000,kor,N,전문,IT/컴퓨터
NBC20241531330,문명 너머의 문학,이정훈(KAC202458797),북랩,2024-07-21,2024,389 p.,31400,fre,N,일반,소설/문학
NBC20241571326,문명 너머의 문학,이정훈,북랩,2024-06-21,2024,389 p.,20400,kor,N,일반,소설/문학
NBC20241571341,문복희 문학전집,문복희;문복희문학전집.편찬위원회,등,2024------,2024,1200 p.,10700,kor,N,일반,소설/문학
NBC20241571387,문학 '읽기'의 방법들,미하라 요시아키;와타나베 에리;우도 사토시;고하라 가이;닛타 게이코;하시모토 도모히로;이누마 가오리;이소베 사토미;모리타 가즈마;모로오카 유마;장문석;조은애;송민호,이음,2024-03-13,2024,451 p.,44600,kor,N,일반,소설/문학
NBC20241571388,문학 비평 노트,정태성,코스모스,2024-01-25,2024,161 p.,37400,kor,N,일반,소설/문학
NBC20241571389,문학 속 두 이야기,박양근,지식과감성#,2024-11-15,2024,379 p.,17500,kor,N,전문,소설/문학
NBC20241571390,문학 속 바다-이미지,정기남,전망,2024-05-17,2024,255 p.,31800,kor,N,일반,소설/문학
NBC20241571391,문학 속의 신라정신 연구,송희복,글과마음,2024-12-27,2024,237 p.,28200,kor,N,전문,소설/문학
NBC20241571392,문학 속의 풍경들,Rend?n Ricardo;Solsona N?ria;남진희,로즈윙클 프레스,2024-11-15,2024,61 p.,28800,kor,N,일반,소설/문학
NBC20241531355,문학 시간에 영화 보기,박일환(KAC201308273),한티재,2024-06-24,2024,전자책 1책,40200,kor,N,일반,소설/문학
NBC20241571393,문학 예찬,Bauman Zygmunt;Mazzeo Riccardo;안규남,21세기문화원,2024-09-25,2024,285 p.,11800,kor,N,일반,소설/문학
NBC20241571394,문학/사상,산지니.편집부,산지니,2024------,2024,189 p.,38000,kor,N,일반,소설/문학
NBC20241531356,문학/사상,구모룡,산지니,2024-01-08,2024,219 p.,34600,kor,N,일반,소설/문학
NBC20241531357,문학/사상,구모룡,산지니,2024-01-08,2024,201 p.,28600,kor,N,일반,소설/문학
NBC20241531358,문학/사상,구모룡(KAC201116831),산지니,2024-01-10,2024,228 p.,17200,kor,N,일반,소설/문학
NBC20241571395,문학과 문화 사이,박윤기,KM(경문사),2024-07-31,2024,"ix, 159 p.",26500,kor,N,일반,소설/문학
NBC20241571396,문학과 문화콘텐츠의 지평,김인경,지성人,2024-04-30,2024,218 p.,11800,kor,N,전문,소설/문학
NBC20241571397,문학과 예술의 다시 개벽:,임우기,솔,2024------,2024,406 p.,38100,kor,U,일반,소설/문학
NBC20241571398,문학과 젠더,이채원,글누리 한남대학교 탈메이지교양·융합대학,2024-09-02,2024,418 p.,42900,kor,N,일반,소설/문학
NBC20241571399,문학과 현실의 조응,임영천,빛나리,2024-03-25,2024,281 p.,12200,kor,N,일반,소설/문학
NBC20241571400,문학관으로 가는 길에서 시를 읽다,하상일,새움(새움출판사),2024-03-05,2024,420 p.,38600,kor,N,일반,소설/문학
NBC20241571401,문학기행은 이삭줍기,서병진,아이비애드,2024-06-21,2024,155 p.,36000,kor,N,일반,소설/문학
NBC20241571402,문학론 서(序),하목수석;나쓰메 소세키;온이퍼브.편집부,온이퍼브,2024------,2024.0,전자책 1책,21400,kor,N,일반,소설/문학
NBC20241531359,문학방언,이상규(KAC201232380),한국문화사,2024-06-28,2024,367 p.,32500,kor,N,일반,소설/문학
NBC20241571403,문학방언,이상규,한국문화사,2024-05-30,2024,367 p.,10100,kor,N,전문,소설/문학
NBC20241571404,문학사랑문학상 우수작 목련꽃 피던 날,변성옥;이승현;현영길,북사랑,2024-05-12,2024,157 p.,24300,kor,N,일반,소설/문학
NBC20241571405,문학사를 통해 본 여성의 비극,계용묵,수아르,2024------,2024.0,전자책 1책,27700,kor,N,일반,소설/문학
NBC20241571406,문학에 나타난 유토피아·디스토피아 세계,정현숙,계명대학교 출판부,2024-08-30,2024,309 p.,38900,kor,N,전문,소설/문학
NBC20241571407,문학으로 세상 읽기,하경숙,보고사,2024-03-07,2024,270 p.,25300,kor,N,전문,소설/문학
NBC20241571408,문학을 통한 사고력 교육,원자경,한국문화사,2024-03-22,2024,589 p.,31700,kor,N,전문,소설/문학
NBC20241531360,문학을 통한 사고력 교육,원자경(KAC2018F3987),한국문화사,2024-04-30,2024,589 p.,17200,kor,N,일반,소설/문학
NBC20241571409,문학을 흉내내었읍니다,허신,보민출판사,2024-08-16,2024,280 p.,24600,kor,N,일반,소설/문학
NBC20241531361,문학을 흉내내었읍니다,허신(KAC201407988),보민출판사,2024-08-16,2024,280 p.,22300,kor,N,일반,소설/문학
NBC20241531362,문학의 봄·봄,국립한국문학관(KAB202400084);포네프;안재연;김민정,국립한국문학관,2024-04-26,2024,83 p.,24000,kor,Y,일반,소설/문학
NBC20241571410,문학의 봄·봄,안재연;김민정;국립한국문학관;포네프,국립한국문학관,2024-04-26,2024,83 p.,23900,kor,Y,전문,소설/문학
NBC20241571411,문학이 차린 밥상,정혜경,드루 한국학술정보 YES24 [배포],2024------,2024,전자책 1책,34200,kor,N,일반,소설/문학
NBC20241571412,문학이 차린 밥상,정혜경,드루 한국학술정보,2024-06-12,2024,307 p.,18100,kor,N,일반,소설/문학
NBC20241571413,문학인,소명출판,소명,2024------,2024,446 p.,23500,kor,N,일반,소설/문학
NBC20241571414,문학인,소명출판,소명,2024------,2024,542 p.,11300,kor,N,일반,소설/문학
NBC20241571415,문학인신문이 선정한 빛난 시,문학인신문사,신아출판사,2024-04-29,2024,321 p.,24800,kor,N,일반,소설/문학
NBC20241571416,문학작품론과 예술문화비평,최상윤,세종출판사,2024-10-30,2024,208 p.,35000,kor,N,일반,소설/문학
NBC20241571417,문학작품으로서의 동시,전병호,초록달팽이,2024-01-25,2024,339 p.,44500,kor,N,일반,소설/문학
NBC20241571418,문학작품의 심리적 메커니즘 분석,차영한,인문엠앤비,2024-04-11,2024,715 p.,32800,kor,N,일반,소설/문학
NBC20241571419,문학창작의 첫사랑,리헌석,오늘의문학사,2024-03-20,2024,239 p.,23100,kor,N,일반,소설/문학
NBC20241571422,문해력 그림책 100:,민경효,브리드북스,2024------,2024.0,375 p.,38700,kor,N,일반,어린이
NBC20241571465,문화로 만나는 중국어,이혜임,Pubple(퍼플),2024-08-12,2024,165 p.,17300,kor,N,일반,외국어
NBC20241571468,문화예술 빅데이터의 개념과 응용,백현기;김영철;최무연,지식터,2024-11-29,2024,234 p.,32900,kor,N,전문,IT/컴퓨터
NBC20241571493,물 만난 해양민속학자의 물고기 인문학,김창일,Human & Books,2024-11-15,2024,392 p.,10400,kor,N,일반,소설/문학
NBC20241571560,물리보안 관리론,이만종,솔과학,2024-04-11,2024,404 p.,15500,kor,N,전문,IT/컴퓨터
NBC20241571567,물리치료 영어회화,유은채,한국문화사,2024------,2024,199 p.,37300,kor,N,일반,외국어
NBC20241571581,물리학으로 바라본 빅데이터 세상,양길석,연두에디션,2024-10-31,2024,79 p.,22400,kor,N,전문,IT/컴퓨터
NBC20241571688,"미국 로스쿨 필수 단어 2,000",윤태선,퍼플,2024-03-15,2024,[72] p.,32100,kor,N,일반,외국어
NBC20241571726,미국문학의 이해,노진서,부크크,2024-07-31,2024,208 p.,15000,kor,N,일반,소설/문학
NBC20241531444,미국에서 더 유명한 0~5세 처음 영어,황진이;솜띵,길벗,2024-05-20,2024,271 p.,29400,eng,N,일반,외국어
NBC20241571731,미국에서 더 유명한 0~5세 처음 영어,황진이;솜띵,길벗,2024-05-10,2024,271 p.,44100,kor,N,일반,외국어
NBC20241571744,미국의 명문학교 보딩스쿨은 어떻게 운영되는가,노병태,Bookk(부크크),2024-01-05,2024,255 p.,17600,kor,N,일반,소설/문학
NBC20241571772,미덕이 자라는 그림책 수업,최보민;임지현;김광희,박영story 피와이메이트,2024-02-15,2024,"v, 231 p.",42000,kor,N,전문,어린이
NBC20241571773,미드 스크린 영어 단숨에 따라듣기,Suh Chris,Mentors,2024------,2024.0,443 p.,37800,kor,N,일반,외국어
NBC20241571777,미드로 영어공부하기,Suh Chris,MENTORS,2024------,2024.0,443 p.,27600,kor,N,일반,외국어
NBC20241571778,미드영어 첫걸음떼기,서성덕,멘토스,2024------,2024,531 p.,18800,kor,U,일반,외국어
NBC20241571796,미디어 중국어,김재민;서희명,제이앤씨,2024------,2024,281 p.,36200,kor,N,일반,외국어
NBC20241531483,미디어로 다시 보는 북한문학,김성수(KAC201315784),역락,2024-02-29,2024,633 p.,18000,kor,N,일반,소설/문학
NBC20241571807,미라클 HTML5+CSS3+자바스크립트,조성호,한빛아카데미,2024-07-11,2024,592 p.,20900,kor,N,전문,IT/컴퓨터
NBC20241571809,미라클 모닝 북클럽 시집,박선주;여지은;송정숙;김용옥;손경혜;박성덕;지정순;책권자,퍼플,2024-09-20,2024,"48, [10] p.",33000,kor,N,일반,소설/문학
NBC20241571826,미래 인문학과 지식권력,김묘정;임수경;김태훈;이미경;이병민;안지희;조승원,보고사,2024-05-31,2024,225 p.,42000,kor,N,전문,소설/문학
NBC20241531513,미래사회 기독영어교사를 위한 영어교과교육,최윤희(KAC201522749),한국문화사,2024-01-31,2024,350 p.,43000,kor,N,일반,외국어
NBC20241571886,미래지향 현대인을 위한 미래 인문학,윤석만,광문각출판미디어,2024-05-25,2024,319 p.,15200,kor,N,일반,소설/문학
NBC20241572090,미용영어회화,유유정;김민정,청람,2024-07-25,2024,127 p.,34800,kor,N,전문,외국어
NBC20241572344,밍쌤의 어린이 창작 뮤지컬,송미금,맑은샘,2024-01-05,2024,127 p.,29700,kor,N,아동청소년,어린이
NBC20241572386,바다 인문학,윤금초,동학사,2024-06-10,2024,152 p.,13800,kor,N,일반,소설/문학
NBC20241572448,바다인문학,구모룡;김동구;김영모;김용환;김준;노종진;류미림;신철;심진호;정진성;조권회;최명애;한현석;한희진;홍옥숙,선인,2024-06-10,2024,389 p.,19200,kor,N,전문,소설/문학
NBC20241572621,바빠 초등 영어 일기 쓰기,성기홍;김학수,이지스에듀 이지스퍼블리싱,2024-01-19,2024,180 p.,28600,kor,N,아동청소년,외국어
NBC20241572625,바쁜 30대를 위한 인문학 쉼터,고석근,지식공감,2024-10-10,2024,161 p.,30900,kor,N,일반,소설/문학
NBC20241572634,바야흐로 웹소설의 시대다,최준란,역락,2024-10-10,2024,253 p.,37500,kor,N,전문,소설/문학
NBC20241572711,박대리 웹소설로 억대연봉,박경원,제이알매니지먼트,2024-05-27,2024,226 p.,31400,kor,N,일반,소설/문학
NBC20241572818,박한열 희곡집,박한열,연극과인간,2024-06-10,2024,303 p.,38100,kor,N,일반,소설/문학
NBC20241572827,박혜리의 '꽃과 에세이',박혜리;이영렬,경기헤럴드 동행의릴레이,2024-08-15,2024,478 p.,18700,kor,N,일반,소설/문학
NBC20241572952,반려동물 기초 생활영어,이원봉,동문사,2024-01-25,2024,203 p.,34300,kor,N,전문,외국어
NBC20241573169,밤의 알고리즘,최월련,아트매니저,2024-10-30,2024,165 p.,33300,kor,N,일반,IT/컴퓨터
NBC20241573170,밤의 알고리즘,최월련,아트매니저,2024-10-30,2024,165 p.,40000,kor,N,일반,IT/컴퓨터
NBC20241573173,"밤의, 소설가",조광희,문학과지성사,2024-08-05,2024,195 p.,23300,kor,N,일반,소설/문학
NBC20241573174,"밤의, 소설가",조광희,문학과지성사,2024-04-12,2024,195 p.,36900,kor,N,일반,소설/문학
NBC20241573230,방구석 부트캠프 자바,김경록,Recommend(리코멘드),2024-10-21,2024,663 p.,26600,kor,N,전문,IT/컴퓨터
NBC20241573233,방구석에서 시작한 영어정복,Evolvemaster,부크크,2024-04-21,2024,119 p.,44200,kor,N,일반,외국어
NBC20241573274,방송통신대생을 위한 이탈리아어 단어 쉽고 빠른 공부법,최단시간외국어연구회,수학연구사,2024------,2024.0,112 p.,39400,kor,N,일반,외국어
NBC20241573403,백거이 문학의 기반 연구,김경동,성균관대학교 출판부,2024-02-29,2024,989 p.,11600,kor,N,전문,소설/문학
NBC20241573546,백엔드 코딩 기초,김용승;장윤재;김진호;남윤진;우별림;신민,삼육대학교 베스트셀링 ;경기대학교,2024-01-31,2024,368 p.,12300,kor,Y,전문,IT/컴퓨터
NBC20241573585,백호 윤휴 시집,탁양현,Pubple(퍼플),2024-02-29,2024,126 p.,19100,kor,N,일반,소설/문학
NBC20241573788,법률영어 길잡이,최민용;Fuhriman Troy C.,유로,2024------,2024.0,259 p.,27300,kor,N,일반,외국어
NBC20241573816,법무사를 위한 일본어 실력 올리는 학습법,최단시간외국어연구회,수학연구사,2024------,2024,108 p.,34000,kor,N,일반,외국어
NBC20241573827,법원직/등기직 9급 영어 기출문제집,법원직시험연구진,엑스퍼트원,2024-02-15,2024,347 p.,39100,kor,N,일반,외국어
NBC20241573947,베스트 중국어,최재영;임미나;안연진;샤오잉;이은주,시사중국어사 시사북스,2024-03-10,2024,240 p.,15000,kor,N,일반,외국어
NBC20241573948,베스트 중국어,최재영;임미나;안연진;샤오잉;이은주,시사중국어사 시사북스,2024-09-01,2024,248 p.,15200,kor,N,일반,외국어
NBC20241573952,베스트에세이 10 수상작가 작품집,심선경;강순지;김주선;박보라;안희옥;이제우;장미숙;정아경;진해자;최운숙,좋은수필사 수필과비평사,2024-02-17,2024,206 p.,35300,kor,N,일반,소설/문학
